speaker_label,start_time,end_time,text
spk_0,6.32965,6.708816667,"Absolutely. Yeah. Yeah. And vulnerability management was, was one of the, you know, the features out of we, we looked at 14.0. So I think, yeah, this is like, lets take the stuff from 14.0 and then maybe add a few more so that we can hit kind of different areas of press or give, give our pr team. This is kind of like input into our pr team to give them fodder to go out with."
spk_1,6.714983333,6.754983333,And are we trying to hit three per stage?
spk_0,6.766483333,7.143483333,"I, yeah, ideally, theres just, you know, three, you know, uh three items per stage. And then I think yall made some good notes that OK, we need to add manage. So I see manage in here. Thats excellent. Um And uh integrations we dont, well, actually we have some pretty exciting integration. So we have the,  the Jira stuff
 is pretty good."
spk_5,7.14365,9.009833333,"Theres a couple of things in uh integrations with VS code that could be notable, but I can I show what I did for SCM just to get some general feedback on it. And if someone hasnt done it, maybe thatll also kick I was going Cindys direction here, which was uh thinking, you know, a lot of, and then I call them key iterations, the sort of specific things. So I listed a few specific things like three or four per each as key iterations, but I called them something overall. So we would have like one thing to call them. Uh Theres several key iterations aligned with uh giddily cluster, uh several that roll up to a research based user experience. And I was thinking like I, I was shy and calling out UX as, as a bucket except that actually thats, thats super typical, right? Like Windows 11 or anybody whos rolling stuff out, they almost always have UX as one of their three things and then they mentioned a laundry list of stuff that aligns to that. Um So I, I, you know, forgave myself, uh for doing something. At first, I was kind of like shy about calling out UX and, and bucketing some things there. But actually, when I looked around, thats pretty much how everybody does, um, a big launch and in terms of the excitement level that also, like I went in thinking this is just a two, I guess part of it is like, I feel like were almost fixing something thats broken and thats not something you want to shout from the rooftops about, but actually some of that stuff is really cool. So I gave it a three excitement level. I wasnt sure exactly where to place things. Um But I figured I wouldnt, uh like the Cindys comment have something thats one here anyway. But I, the only way I could make sense of like the iterations was to, to bucket them with something. And, uh, so thats kind of how I came down on it. I dont know what everyone thinks about that."
spk_4,9.073483333,9.097816667,"Yeah. II, I like that."
spk_2,9.130666667,9.511666667,"I know Ive done a similar, Ive taken a similar approach for monitor. Um, with incident management, there were a bunch of things that we released. Um, although the core of incident management was part of 12 dot X. I think so. Um I did the same over there as well. Yeah,  I think that makes
 sense."
spk_4,9.516483333,10.26431667,"Yeah. And that, that would help me with the planned stuff as well because there are some things like epic boards that people have been asking for for years now and they finally have and thats great. But um I think, you know, like the the milestone burn up charts that that was a two and thats, thats helpful and I was looking through features and you know, a actual monthly features that were released in a given month. I mean, that was one of the more important ones, but its not very exciting, but we can bundle that with some other things and, and, and up level it so that that would be helpful there. And also Brian about the VS code thing. One other cool thing about that is both of those VS code integrations that hit the same month were um community contributions, which is also kind of cool"
spk_0,10.29765,10.367,"is, is that, is, do we have VS code listed on here?"
spk_5,10.397,10.5865,"I didnt add it but I can, I can add that in. Ive got good notes on that. The extension that had been around for a while became official was kind of one of the things,  but theres some other stuff thats a little juicier
 than that"
spk_0,10.63683333,11.02898333,"and that, I think thats a, thats a pretty good note as well. Um We did that with like our, our terraform module right. There was like a community module but now its officially supported. So thats, thats the, you know, that can be the line, yes or no, whether you can use the thing uh for a lot of businesses. So I think thats a good one too."
spk_2,11.03731667,11.60733333,"How are we measuring excitement levels? 12 and three is there? I was, I was looking at um maybe MA U as a metric to perhaps measure whether customers have started using that are interested in using that or not. Uh We probably may not have it for everything, but at least some of it wherever we have it is it, its probably something we can, we can use. Yeah, but we, of course, we need a benchmark level of what MA U we wanna call. 12 or three."
spk_0,11.625,12.65498333,"I, I think its a little, its a little bit of a judgment call like um you know, for example, Cormac was saying, uh like Epic boards is something that was asked for for a long time. Now, depending on how its asked for, maybe that means its exciting or its not, right? Um But uh usually when something gets a lot of upvotes or when theres a lot of demand for it, then I would, I would bump the excitement level on something like that. Um, certainly if something shipped and a lot of people are using it, the MA U, thats a, thats another good measure. I dont know that any one of those needs to kind of be exclusive. I think its a bit of a, its a bit of an individual judgment column just like what is, what is your feeling based on, you know, could be anecdotal like you talk to customers and theyre like really hyper excited about this or, you know, maybe not, which is, which is OK. I think its OK. Um"
