speaker_label,start_time,end_time,text
spk_0,33.25866667,34.96465,"uh cool. Well, were almost up on time but I did wanna share one thing that kind of came in like basically Friday, it was like late Thursday for me. So this uh this is another thing, a lot, a lot of these things, I dont have like a ton of context on. Um I just know like were just trying to up our game. So like, hey, lets move fast and do the best we can do. Um So this is a little bit of a messaging framework and then the assignment that was given to me was to, to fill in these boxes here. So, uh and then this was the fodder that I got. So there was these ones that said like from roadmap to company vision, we are transparent and a single source of truth. Countless possibilities. Honestly, I think this ones really like, really pithy and catchy. Uh I really like it. Um I really liked uh whats the other one that I like? But not everyone does um all in one for everyone. So I just uh I dont know, I like, I just think so theres something catchy about that. Um But I know that kind of catchy is not everyones cup of tea. All that to say is um the assignment here was that I took, it was to write a pithy, few words like punchy statement for each of these three things. Uh So I ended up with a single source of truth. Countless possibilities. I like that a lot. Um This one I went with end to end control over your software factory, not as pithy but or like not as catchy, but um I like it."
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
