,start_time,end_time,speaker_label,text
224,10.317316666666667,10.367,spk_0,"is that, is, do we have VS code listed on here?"
225,10.397,10.440666666666667,spk_5,"I didn't add it but I can, I can add that in."
226,10.445316666666667,10.46615,spk_5,I've got good notes on that.
227,10.473816666666666,10.511316666666666,spk_5,The extension that had been around for a while
228,10.5115,10.549333333333333,spk_5,"became official was kind of one of the things,"
229,10.549483333333333,10.5865,spk_5,"-- but there's some other stuff that's a little juicier
-- than that"
230,10.636833333333334,10.646333333333333,spk_0,"and that,"
231,10.66115,10.69015,spk_0,"I think that's a, that's a pretty"
232,10.694316666666667,10.728166666666667,spk_0,good note as well. Um
233,10.740316666666667,10.79465,spk_0,"We did that with like our, our terraform module right."
234,10.794833333333333,10.82265,spk_0,There was like a community module
235,10.825,10.861316666666667,spk_0,but now it's officially supported.
236,10.864483333333334,10.896483333333334,spk_0,"So that's, that's the,"
237,10.903333333333334,10.911316666666666,spk_0,"you know,"
238,10.919833333333333,10.960666666666667,spk_0,"that can be the line, yes or no, whether you can use the thing"
239,10.98015,11.028983333333333,spk_0,uh for a lot of businesses. So I think that's a good one too.
240,11.037316666666667,11.115,spk_2,How are we measuring excitement levels? 12 and three is there?
241,11.14665,11.173816666666667,spk_2,"I was, I was looking at"
242,11.178333333333333,11.19265,spk_2,um
243,11.196816666666667,11.304333333333334,spk_2,maybe MA U as a metric to perhaps measure whether customers have started using that
244,11.308333333333334,11.34965,spk_2,are interested in using that or not.
245,11.3535,11.394166666666667,spk_2,"Uh We probably may not have it for everything,"
246,11.394316666666667,11.474333333333334,spk_2,"but at least some of it wherever we have it is it, it's probably something we can,"
247,11.48715,11.507983333333334,spk_2,"we can use. Yeah,"
248,11.510316666666666,11.607333333333333,spk_2,"but we, of course, we need a benchmark level of what MA U we wanna call. 12 or three."
249,11.625,11.6315,spk_0,"I, I"
250,11.633983333333333,11.70265,spk_0,"think it's a little, it's a little bit of a judgment call like um"
251,11.727816666666667,11.771333333333333,spk_0,"you know, for example, Cormac was saying, uh"
252,11.775333333333334,11.830816666666667,spk_0,like Epic boards is something that was asked for for a long time.
253,11.835316666666667,11.848816666666666,spk_0,"Now,"
254,11.865,11.930333333333333,spk_0,"depending on how it's asked for, maybe that means it's exciting or it's not, right?"
255,11.9365,11.94665,spk_0,Um
256,11.954666666666666,12.01315,spk_0,But uh usually when something gets a lot of upvotes
257,12.013316666666666,12.04865,spk_0,"or when there's a lot of demand for it,"
258,12.048816666666667,12.096816666666667,spk_0,"then I would, I would bump the excitement level on something like that."
259,12.110316666666666,12.124,spk_0,"Um,"
260,12.126333333333333,12.179816666666667,spk_0,"certainly if something shipped and a lot of people are using it,"
261,12.188316666666667,12.246483333333334,spk_0,"the MA U, that's a, that's another good measure. I don't know that any"
262,12.2555,12.285316666666667,spk_0,one of those needs to kind of be exclusive.
263,12.2855,12.340483333333333,spk_0,"I think it's a bit of a, it's a bit of an individual judgment column just like what is,"
264,12.344166666666666,12.383833333333333,spk_0,"what is your feeling based on, you know,"
265,12.406983333333333,12.439666666666668,spk_0,could be anecdotal like you talk to customers
266,12.439833333333333,12.475983333333334,spk_0,and they're like really hyper excited about this
267,12.574,12.584983333333334,spk_0,"or,"
268,12.588316666666667,12.634983333333333,spk_0,"you know, maybe not, which is, which is OK. I think it's OK."
269,12.644833333333333,12.654983333333334,spk_0,Um
270,12.66765,12.71765,spk_1,Harsh responded to my comment about why we
271,12.720316666666667,12.769,spk_1,have the low excitement ones and just said something
272,12.769166666666667,12.814666666666668,spk_1,about ha having him sort of stack ranked.
273,12.840483333333333,12.863,spk_0,"Yeah, I might,"
274,12.90515,12.9605,spk_0,"I might even constrain this is we're not going to highlight lo segments,"
275,12.960666666666667,12.98815,spk_0,"but we want to see the full spectrum,"
276,13.000816666666667,13.04865,spk_0,especially in the case we have slim pickings alternately
277,13.057333333333334,13.113833333333334,spk_0,"uh if they are double digit entries, then we can stack rank."
278,13.132333333333333,13.140483333333334,spk_0,Um
279,13.1795,13.192483333333334,spk_0,"So that's,"
280,13.196333333333333,13.235833333333334,spk_0,that's kind of also helpful there. So
281,13.241316666666666,13.3125,spk_0,"if we have three for all of these that, I mean, it looks like we're gonna get there"
282,13.319833333333333,13.3585,spk_0,and that's gonna be quite a lot of features.
283,13.3775,13.396483333333334,spk_0,So um
284,13.410983333333334,13.441316666666667,spk_0,I might constrain it like this.
285,13.4545,13.470833333333333,spk_0,Maybe
286,13.474483333333334,13.524166666666666,spk_0,you can only give out 112 or three
287,13.543,13.621166666666667,spk_0,"and, and, and treated as a stack rank rather than just like a raw excitement level."
288,13.625166666666667,13.64665,spk_0,That doesn't necessarily
289,13.651983333333334,13.67,spk_1,hard to
290,13.677983333333334,13.768,spk_1,somebody's one or somebody's 3 may be more important than somebody else's one
291,13.777816666666666,13.789,spk_1,depending on the
292,13.80065,13.817166666666667,spk_5,and I had um
293,13.82165,13.854816666666666,spk_5,I started by just looking at what was considered
294,13.854983333333333,13.901816666666667,spk_5,"a key feature over the past year uh from,"
295,13.901983333333334,13.917166666666667,spk_5,from create
296,13.92365,13.9365,spk_5,"and,"
297,13.939483333333333,13.989316666666667,spk_5,"you know, there are at least a dozen things that I'm not mentioning."
298,13.994483333333333,14.023333333333333,spk_5,Uh that could be on the list.
299,14.027983333333333,14.07,spk_5,"Like I could give you 10 things instead of three,"
300,14.078816666666667,14.146,spk_0,"give it, give this just like the rough like pass"
301,14.150166666666667,14.17065,spk_0,and um
302,14.183333333333334,14.214316666666667,spk_0,"like a lot of things recently,"
303,14.214483333333334,14.27,spk_0,I've been moving between docs and spreadsheets and the spreadsheet to docs.
304,14.277166666666666,14.306816666666666,spk_0,"Uh This, you know, this might,"
305,14.306983333333333,14.34565,spk_0,this might end up or some iteration of this might end up in
306,14.345833333333333,14.393316666666667,spk_0,"a spreadsheet where we then try to stack rank in pr is like,"
307,14.393483333333334,14.422333333333333,spk_0,"OK, out of all of like the,"
308,14.431333333333333,14.440316666666666,spk_0,"you know,"
309,14.443166666666666,14.523,spk_0,there's maybe 10 boxes here and three each out of the 30 items which are the top five.
310,14.535983333333334,14.54365,spk_0,Um
311,14.559833333333334,14.640833333333333,spk_0,"Actually, let's just, let's actually just do that, let's just do this like top,"
312,14.641,14.668833333333334,spk_0,top five overall.
313,14.67565,14.7355,spk_0,"-- We, so this
-- one is apr driven to some degree."
314,14.735666666666667,14.798333333333334,spk_5,What about like a New and Christie's uh product keynote at commit?
315,14.798483333333333,14.833333333333334,spk_5,"-- Are we that tailing this with
-- that?"
316,14.837316666666666,14.902816666666666,spk_0,"So, so this is exactly where this is headed to um"
317,14.908833333333334,14.973483333333334,spk_0,is the idea that um during the product keynote
318,14.97365,15.025,spk_0,and then ideally during Kid Sid's keynote as well
319,15.028333333333334,15.088483333333333,spk_0,that there's some level of like an announcement that we make
320,15.093316666666666,15.137833333333333,spk_0,that. Then the press cares about that announcement.
321,15.146,15.23315,spk_0,"Um Again, really tough to do at cl because it's all been around for a while. So this is"
322,15.239316666666667,15.28215,spk_0,this is our attempt to head to that area is
323,15.282333333333334,15.318483333333333,spk_0,to say like these are the announcements of the event
324,15.328983333333333,15.338666666666667,spk_0,and
325,15.343483333333333,15.405666666666667,spk_0,"yeah, maybe it's some things that have been around for a while, but like now they're"
326,15.4095,15.459316666666666,spk_0,"at a level of maturity now, you know, there's,"
327,15.4595,15.49265,spk_0,there's a reason to be excited about this.
328,15.50265,15.541316666666667,spk_0,So that's kind of where it's coming from.
329,15.559316666666666,15.5825,spk_0,So I put
330,15.587833333333334,15.601816666666666,spk_0,uh a
331,15.60615,15.6355,spk_0,top five overall.
332,15.66765,15.697333333333333,spk_0,"Maybe we can just, uh"
333,15.723483333333334,15.731816666666667,spk_0,"you know,"
334,15.819833333333333,15.848333333333333,spk_4,"we should reserve a spot for plan,"
335,15.848483333333334,15.91515,spk_4,but I'm gonna have to go through and do some aggregating after this.
336,15.915316666666667,15.959983333333334,spk_4,Just go through the list of what shift in the last 12 months and
337,15.962316666666666,15.983983333333333,spk_4,re bucket that.
338,16.025,16.035983333333334,spk_0,"So,"
339,16.039483333333333,16.04981666666667,spk_0,uh
340,16.111833333333333,16.174166666666668,spk_0,maybe we can do like a five minutes kind of like um
341,16.186666666666667,16.247,spk_0,"just, just time box and uh kind of look at these here."
342,16.247166666666665,16.320316666666667,spk_0,"What do you, what do you all think is a top would be a top five"
343,16.330666666666666,16.354166666666668,spk_0,"out of the list of, you know,"
344,16.3845,16.402333333333335,spk_0,20 or 30.
345,16.448,16.518,spk_5,"I would say if UX does end up being a, a flag that we fly,"
346,16.518166666666666,16.567316666666667,spk_5,that's an easy one because there's more than just maps
347,16.567483333333332,16.6275,spk_5,to the created stage that would be considered UX improvement.
348,16.633333333333333,16.641,spk_5,OK.
349,16.779983333333334,16.796166666666668,spk_1,What else
350,16.804983333333332,16.834983333333334,spk_1,we need to have a security one in there.
351,16.83515,16.89365,spk_1,"We could have either vulnerability management or, um,"
352,16.9095,16.971166666666665,spk_1,"I was, what I've been struggling with a little bit is I'd like to kind of group"
353,16.989316666666667,17.012316666666667,spk_1,"the, um,"
354,17.024166666666666,17.038,spk_1,"some of this,"
355,17.044483333333332,17.071166666666667,spk_1,"the proprietary scanning,"
356,17.090983333333334,17.102166666666665,spk_1,"um,"
357,17.1385,17.192816666666666,spk_1,without making it sound like they're scanning improvements
358,17.192983333333334,17.238166666666668,spk_1,because that sounds like they weren't good before.
359,17.250166666666665,17.25815,spk_0,"Yeah,"
360,17.292666666666666,17.336483333333334,spk_0,"I, let's, let's go with vulnerability management for now."
361,17.33665,17.392166666666668,spk_0,"II, I would agree on that one and I would say that um"
362,17.407,17.41565,spk_0,"some of these,"
363,17.415816666666668,17.498666666666665,spk_0,we did do some press around and the the fuzzing acquisitions was one thing.
364,17.498833333333334,17.507816666666667,spk_0,So we might not get
365,17.52065,17.522316666666665,spk_0,that
366,17.529333333333334,17.533333333333335,spk_1,old.
367,17.563166666666667,17.572816666666668,spk_1,"I was,"
368,17.5775,17.642666666666667,spk_1,"I mean, we did the fuzzing acquisitions a long time ago."
369,17.667666666666666,17.69065,spk_0,Was it within the past year
370,17.702666666666666,17.7135,spk_0,for longer?
371,17.74115,17.75348333333333,spk_0,I thought it was
372,17.756833333333333,17.803816666666666,spk_0,"-- within the past year. I
-- think it was in the last"
373,17.808833333333332,17.839666666666666,spk_2,"six, little over six months or"
374,17.841483333333333,17.84348333333333,spk_3,so.
375,17.848983333333333,17.853,spk_3,"It was,"
376,17.886983333333333,17.924483333333335,spk_3,"-- it was
-- like last spring or summer and then we"
377,17.92465,17.994983333333334,spk_1,did another set of press around the integration of it because
378,17.999816666666668,18.07215,spk_1,"the pr team liked all the, I mean, we got a lot of attention on the acquisition."
379,18.072316666666666,18.106833333333334,spk_1,So they had me do a follow up
380,18.121166666666667,18.15748333333333,spk_1,um on the integration.
381,18.169,18.211983333333333,spk_1,"-- I just feel like it's kind of worn out
-- now, but"
382,18.219816666666667,18.282,spk_0,"right, that's what I was saying is that the, the fuzzing we already did press on"
383,18.287666666666667,18.322483333333334,spk_0,so probably will not get another chomp at that.
384,18.32265,18.357316666666666,spk_0,So I think let's go with Vulnerability management
385,18.37265,18.37415,spk_3,UN
386,18.37665,18.38065,spk_3,"review,"
387,18.384816666666666,18.385316666666668,spk_3,but
388,18.388166666666667,18.406833333333335,spk_3,we also have
389,18.416666666666668,18.459983333333334,spk_1,"in terms of proprietary stuff. We've also got,"
390,18.46998333333333,18.516483333333333,spk_1,we replaced one of our scanners with SEM
391,18.520316666666666,18.526816666666665,spk_1,group
392,18.540333333333333,18.590333333333334,spk_1,and we did um we have our own proprietary DAS
393,18.594816666666667,18.629333333333335,spk_1,"scanner now that's in,"
394,18.645316666666666,18.666150000000002,spk_1,it's in beta
395,18.671,18.691666666666666,spk_1,uh called browser.
396,18.707,18.757816666666667,spk_1,So it's our answer to scanning single
397,18.757983333333332,18.817333333333334,spk_1,page applications which represent a unique challenge.
398,18.82265,18.833333333333332,spk_1,I think.
