,speaker_label,start_time,end_time,text
10,spk_0,6.377833333333333,6.83065,"administrator, a t least deal with that particular situation and then see with the other because I was thinking uh Gisela is quite, I mean, Gil Gisela s work is quite noisy because its secretary. So you get lots of phone call and stuff like that and shes always moving around. So you wont share an office with Gisela unless you a re 50% and not the 50% Gisela is working. Yeah, which is another condition  which
 I dont know if we can assume that"
11,spk_1,6.8308333333333335,6.8705," there isnt going to be any overlap between
 them."
12,spk_0,7.023316666666667,7.1595,"So I dont know, maybe we can decide that Jesus is having one of the  one person room. Yeah.
 Iw, I would suggest that too. Yeah,"
13,spk_2,7.169,7.17265,maybe.
14,spk_1,7.19615,7.38465,"Yeah. Either that or maybe put her in a two person room with the equip ment or like with the, the photocopier or maybe not the photocopier but the printer."
15,spk_0,7.43515,7.534816666666667,Yeah. But a t least the thing we know that is gonna be alone or with equip ment but
16,spk_1,7.541833333333333,7.5975,"not with 100% staff, staff worker."
17,spk_2,7.615166666666667,7.77165,"Okay. So th its a one person room but we dont know how, how big they a re, or its hard to tell. I mean, Gisela has this funny, uh, typing."
18,spk_1,7.790983333333333,7.867483333333333,"Yeah, the rooms arent tiny if you look at the,"
19,spk_2,7.898816666666667,7.940483333333333,so probably sh she should get the facts. Right.
20,spk_1,7.964316666666667,8.126983333333333,"Yeah. Yeah, that makes sense to put the facts in there. So,"
21,spk_0,8.525666666666666,8.7338,"and then I think the main discussion we should have is, um, if we want to make group of, amongst the SA ME project or among the Sa Me title."
22,spk_3,8.750816666666667,8.794483333333334,Yeah. Yeah. Professor assistant or uh
23,spk_0,8.807816666666668,9.023166666666667,"yeah, couple of professors and assistant or, or yeah, thats more a conceptual question than a practical question."
24,spk_1,9.04465,9.360316666666666,"Well, the third option is just completely mix everyone up which some people say is better sort of for group environment so that youre not stuck only with the people who working on your project, right? So if you share an office with someone whos on a completely different project, you find out about that project, but you also sort of interact with other people on a more regular basis."
25,spk_3,9.382816666666667,9.701983333333333,"But still I find its quite easy if you a re with people who work in the SA Me project in the SA Me room because you have the meetings or people come and ask you discuss things, maybe I dont know if its uh for other people who start working in the SA Me project.  Yeah,
 but we will have this reading room"
26,spk_2,9.733666666666666,9.8335,which will it be dedicated for reading and for studying or can we have meetings there? Can we reserve it for meetings? That I
27,spk_1,9.842,10.096916666666667,"think its not a question of reserving it because theres other rooms at the university that you can reserve for a meeting. But if its empty then sure you can use it for a meeting. Theres nothing wrong with that. But I think if someones already reading in there, its not fair to go and kick them out just because you want to have a meeting because,"
28,spk_2,10.1029,10.314666666666668,"well, the problem is if you have to go across the building and it adds some overhead every time you want to have some short meeting and discuss some issues  or maybe we shouldnt call
 it."
29,spk_1,10.317316666666667,10.580666666666668,"But if youre having a short meeting, you dont really make an appointment for it. You just kind of go to someones office and go down for a coffee or whatever cause theyre still the cafeterias that you can use for informal."
30,spk_0,10.601333333333333,10.897166666666667,"The other thing we should take into account is if you receive student or not because yeah, Marian and I interact a lot with student and we have reception hours and stuff like that. So it means you get time where a lot of people come along and talk and"
31,spk_1,10.905983333333333,10.9325,so its the other Marianne does too.
32,spk_0,10.934316666666666,11.063833333333333,Yeah. So maybe its not really nice to have to share an office with somebody like us having a lot of social life and
33,spk_1,11.07065,11.902166666666666,"well, but then you either share offices with each other which doesnt really solve the problem because chances are youre not going to have office hours at the exact same time. So, youre still going to have, like, unless you get individual offices, I dont know if theres an easy way to find a solution for that because even if each of you share with the professor, then its the same thing for the professor. Yeah. But it is something to keep in mind unless you end up sharing an office with someone where your schedules completely dont overlap and then you can schedule office hours when the other person isnt there, some people come in around 11 and some people come in around eight."
34,spk_0,11.914666666666667,12.020166666666666,But thats something we cant reasonably assume like that make plans with that because
35,spk_1,12.02565,12.2795,"no, but you sort of see peoples patterns. I mean, even if its not always like that, I mean, if its like that, you know, 80% of the time then, but youre right, we cant make assumptions too much."
36,spk_2,12.406333333333333,12.541316666666667,"So people would like to see, um, the office organised by, uh, by, by rank like professors and students. And"
37,spk_0,12.548,12.559316666666666,"I dont know,"
38,spk_1,12.5855,12.767166666666666,"I think, well, its up to us how we do it. I can see benefits of both. But"
39,spk_0,12.775166666666667,12.951816666666666,one point I can say by experience its really hard to share an office with three people because it makes much more noise than only being two in an office.
40,spk_1,12.964316666666667,13.062833333333334,"Yeah. Plus the computers,  the
 computers.  So, and we all know what its like to have five computers in your office.
 Yeah."
41,spk_0,13.0835,13.3805,"So we might be, it might be a good idea to first exclude one of the three person room to be the reading room and not to be necessary a room with three people.  Yeah.
 But if there a re people coming in, I mean,"
42,spk_3,13.384316666666667,13.585666666666667,we have these people working for two months who comes in the summer time or something. I th think we should reserve a little bit space for them too. So um
43,spk_1,13.592316666666667,13.961833333333333,"yeah, thats a good point because if we take the three person room out as a reading room, its quite, then everyone has an office, right? Cause its maximum 18. So take away three spaces and youre down to your 15 and youre right. If we do have a stagger or whoever comes in, then we have nowhere. Well, we can put them in the reading room but that kind of defeats the purpose."
44,spk_0,13.991833333333334,14.3595,"So the other solution is to say, OK, we use a three person room but only with two person each time and leave a spare space for. But avoiding having three person full time in the SA me room could be a good idea, I think"
45,spk_1,14.365316666666667,14.493833333333333,"or again, find people who dont work the SA me hours. Yeah, it doesnt completely solve the problem. But"
46,spk_0,14.568,14.62765,"so for the reading room, we will have a two person room."
47,spk_1,14.6315,14.731666666666667,"Yeah, I think everybody agrees on that. One person will be too small. Anyways. How about, how about this room?"
48,spk_2,14.748,14.886833333333334,"The bottom? Yeah, a t the bottom in the middle with, due to the mountains? Yeah,  it has three windows. So I think its, uh,
 22. Well, which"
49,spk_1,14.892166666666666,14.922166666666667,"w theres 32 person rooms,"
50,spk_2,14.932333333333334,14.986666666666666,"the, the middle one  that
 has two windows. Yeah,"
51,spk_1,14.99665,15.081333333333333,"its, which is fine.  Its still a
 big room. Big black stripe is the windows."
52,spk_0,15.113483333333333,15.144483333333334,"One between the big, ok,"
53,spk_1,15.154666666666667,15.172166666666667,I should have explained that.
54,spk_0,15.188833333333333,15.2775,"But what about the, the other one which has only one windows, but in the courtyard it may be more quiet."
55,spk_1,15.300983333333333,15.361833333333333,Yeah. But then you dont get a lot of light for reading.
56,spk_0,15.377333333333333,15.544316666666667,"We have electricity. So I hope. Really. No, its a question. I mean, it, its quite noisy outside with the streets and,"
57,spk_3,15.577983333333334,15.60815,"yeah, on the sixth floor. I dont know."
58,spk_0,15.629166666666666,15.6295,"Yeah,"
59,spk_1,15.6505,15.68515,I know. I like the idea of looking out over.
60,spk_0,15.746333333333334,15.79765," So its a relaxing
 room. Well, I mean, that, thats the whole point. Right."
61,spk_1,15.797816666666666,15.921483333333333,"Its just somewhere to get out of your office and go and do something else for a while, whether youre reading or just kind of staring off into space."
62,spk_2,15.9305,16.000816666666665,"You can look outside of the window if you have a quick meeting there. So, what"
63,spk_0,16.005666666666666,16.077983333333332,about one of the room in the car? So you have three windows. Its even better.
64,spk_1,16.0825,16.10515," Yeah, we could do that. Why
 not?"
65,spk_0,16.111316666666667,16.27465,"But you have less wool to put shelves and stuff like that if you intend the reading room, being more a library or"
66,spk_1,16.31983333333333,16.87165,"we have some shelves, like cabinet type shelves for the reading room, but its not really intended to be a library. I mean, we have an T library but the other idea is to take because right now we all have bookshelves. So one idea might be to take sort of the books that arent frequently used by people, put them all into that room. So it becomes sort of mini library but not like a library system library, just go and borrow your colleagues books."
67,spk_0,16.991833333333332,17.13865,"So we all agree about this too. This in rooms. Which one? I? No or not? No,"
68,spk_1,17.153816666666668,17.175666666666668," I think the middle
 one,"
69,spk_0,17.17865,17.202833333333334," the middle
 one. Yeah. Yeah,"
70,spk_1,17.206333333333333,17.386,its also sort of m central to the layout so everyone sort of has more or less the sa me distance to its not that it makes that much of a difference but why not?
71,spk_0,17.445816666666666,17.488633333333333,So we can exclude this one to make an office.
72,spk_1,17.528483333333334,17.55565,So what I can do is
73,spk_0,17.58915,17.62215,or maybe right on the board. I dunno.
74,spk_1,17.624816666666668,17.682816666666668,Um actually thats a good idea. Just put it up.
75,spk_0,17.697816666666668,17.7235,So we have the map and
76,spk_1,17.822483333333334,18.5405,"so this really isnt to scale but oh well um thats really not to scale. Alright,  good
 enough. Um so weve got an office there, theres two and 13. Yeah. Is that? Yeah. Yeah. Oh"
77,spk_0,18.564666666666668,18.600833333333334," so ok,
 so this is"
78,spk_1,18.64816666666667,18.6885,"that and this becomes the reading room, right?"
79,spk_0,18.695316666666667,18.946,Ok. Is that a? Yes. Okay.
80,spk_3,18.985833333333332,18.989483333333332,"And then,"
81,spk_0,19.044333333333334,19.198833333333333,"yeah, should we decide also the administration stuff? And  so we exclude the, the thing we a re quite sure. And then we discuss
 there,"
82,spk_2,19.20115,19.480816666666666,"I was thinking of maybe we should assign Gisela into this three person office because we, we will probably place the printer next to the mailboxes. Then we could have Gisela and the 2 50% people sharing the three personal"
83,spk_0,19.488166666666668,19.555,"thats really noisy to be in the sa me office  as the administration.
 But if"
84,spk_1,19.561333333333334,19.59965," Gisela works 50% and they work 50%.
 Yeah."
85,spk_0,19.599816666666666,19.984,"That just imply you expect people to come when Gisela is not working and thats not really fair if you, well, I mean, so we can put Gisela in the two people room which is near the mailbox. Yeah. Yeah,  we
 could, I dont know."
86,spk_2,19.998983333333335,20.06815,"Ok, we could, I mean, I dont know how noisy she is. Its"
87,spk_0,20.070316666666667,20.131666666666668,"just a, you always have the phone ringing even if they have, even when shes not"
88,spk_1,20.136483333333334,20.197816666666668,have her own printer. Yeah.
89,spk_0,20.198,20.315166666666666,"But thats, thats a good point from Nichols to say that she needs to be near the mailbox and the printer. And,"
90,spk_1,20.323983333333334,20.46365,"well, if you put her inin the room here,  its relatively close
 except the door is not really"
91,spk_0,20.47383333333333,20.981666666666666," convenient for
 her. Convenient. True. Yeah. But I think if, if the main, um, how can I put that? The, um, if the main reason to put to, to choose g, the place is the proximity of the mailbox. It should be a two P people room and not a three people room."
92,spk_2,21.0125,21.08715,"Ok.  Its fine with me.
 Otherwise we have one people room and"
93,spk_1,21.09915,21.272816666666667,"I dont know how much the proximity to the mailbox matters because usually when shes here and she picks up the mail, she actually brings it to your office. Its more the A T administration that  uses our
 mailbox and"
94,spk_3,21.302666666666667,21.346833333333333,the place where we all pass. Kind of.
95,spk_0,21.381666666666668,21.580483333333333,Thats true because if we put the photography near the mailbox and it seems to be the only place where there is room for that.
96,spk_1,21.593833333333333,21.715816666666665,"Yeah, unless you put it into an office which is just an annoying, I think cause even if you put it into Giselles office, its gonna be, its"
97,spk_0,21.71815,21.742,too big and yeah.
98,spk_2,21.834483333333335,21.940816666666667,"Okay. Maybe we should write this down. Do we agree that the, that the photocopier and the network printer goes next to the mailboxes?"
99,spk_0,21.953983333333333,22.295483333333333,Okay. And then we can for the moment put Gisela in this corner room if you agree. I dunno
100,spk_1,22.326816666666666,22.39315," A t the beginning, we said that we were gonna give her one of the one person
 rooms."
101,spk_0,22.393316666666667,22.47533333333333,"Yeah, but there were this option of putting the line near the photography."
102,spk_1,22.502666666666666,22.50883333333333,"Yeah,"
103,spk_2,22.627333333333333,22.739316666666667,I mean shes sharing an office right now and uh has anybody heard of any complaints that shes too loud or
104,spk_0,22.753816666666665,22.928983333333335,"I mean shes not sharing an office. I mean sh we put some ining  office because there is a spare
 room and"
105,spk_1,22.929166666666667,22.956833333333332,theyre not really in a position to complain.
106,spk_0,22.970833333333335,23.1965,"Thats quite, uh, I mean, thats quite important to keep a spare room in Gs Office if we need more stuff. But I wouldnt work in this office."
107,spk_2,23.246833333333335,23.246983333333333,I
108,spk_1,23.262666666666668,23.405166666666666,"think its just a question of work conditions. Like if youre stagger and youre c only coming in for two months, then you can put up with it. But if youre there, you know, for exa M the whole"
109,spk_0,23.410666666666668,23.594816666666667,"year for EXA MP. And there is no room in the cupboards for any people except Gisela because you got lots of papers and files and stuff like that. So its really, she needs,"
110,spk_2,23.600166666666667,23.635666666666665," she needs space, space,
 okay."
111,spk_3,23.6485,23.786166666666666,"But we can uh reserve. So if you reserve a two people room, we can put the trainees."
112,spk_1,23.807166666666667,23.851983333333333,"Yeah. And then they  need to be
 a rein the sa me room."
113,spk_3,23.86565,23.879333333333335,"Okay. So,"
114,spk_2,23.884166666666665,23.913983333333334,Gisela A T the South West office. Yeah.
115,spk_1,23.92465,23.934333333333335,Yeah. The cor
116,spk_0,24.046333333333333,24.192,"its South West. I dont know if this, if this map is, well, South west, if thats north. Okay. The map is South West for us."
117,spk_1,24.21015,24.285666666666668,"No. Well, Im assuming thats what you meant, right. That, yeah, that,"
118,spk_2,24.289483333333333,24.309333333333335,"that, yeah, that South"
119,spk_1,24.312833333333334,24.324816666666667,East anyways
120,spk_0,24.377166666666668,24.385666666666665,anyways
121,spk_1,24.391833333333334,24.41215,"this office, right?"
122,spk_0,24.444166666666668,24.50883333333333,"You know, because with mountain mountains and old town its not. No, sorry. But"
123,spk_1,24.534166666666668,24.70565,"Im very bad at orienting. Whereas North in Geneva, I always get it wrong. But I just assumed Nicos was talking with orientation here. Sunrise and sunshine is quite"
124,spk_0,24.70815,24.842333333333332,"sunshine. Sunrise and sunset is quite a good. Um, so wait, do"
125,spk_1,24.872483333333335,24.927666666666667,we face the old town now? And were facing
126,spk_0,24.937316666666668,24.955,"north east,"
127,spk_1,24.957316666666667,24.960833333333333,north
128,spk_0,24.971,25.009333333333334,east sunrise?
129,spk_1,25.011483333333334,25.10965,Okay. So this is
130,spk_0,25.117333333333335,25.215816666666665,"east, north east. We, we have sun in the morning only."
131,spk_1,25.250166666666665,25.256666666666668,"Yeah,"
132,spk_0,25.286816666666667,25.492983333333335,"we have. So it does mean that the three piece room which is in the opposite of the north east is the more sunny one. This one, lets say that"
133,spk_2,25.503983333333334,25.560833333333335,"three  people. Its
 the one you have now you both."
134,spk_3,25.61565,25.630316666666666," Well, theres a quite
 a lot"
135,spk_0,25.635666666666665,25.722483333333333,"of the sunset and no, and its really warm"
136,spk_2,25.72415,25.773,and you get lots of sun during summer. Yeah.
137,spk_0,25.7885,25.859,"Um by the way, is it 1/6 floor building or is there more?"
138,spk_1,25.862833333333334,25.892983333333333," Yeah, were the top
 floor. Okay."
139,spk_0,25.898833333333332,25.913,So its warm.
140,spk_1,25.943316666666668,26.103816666666667,Uh The building design is pretty much the same as the one we have. Now were just getting more space this way because we couldnt move in the other building because it was occupied by the other departments.
141,spk_3,26.2195,26.250833333333333,"Ok, good. So,"
142,spk_0,26.326816666666666,26.461,"so how many rooms and how many  places do we
 have? So we have reserved now to"
143,spk_3,26.463983333333335,26.503983333333334," why dont I
 change it on here as well?"
144,spk_1,26.55615,26.584,So thats Gisela
145,spk_0,26.593316666666666,26.714316666666665,plus one place but really the last place to be used.
146,spk_1,26.719816666666667,27.144816666666667,Plus fax. Yeah. Mmhm. And then this is the waiting room. Ok. Oops. Um so that leaves us with what 14 places which is
147,spk_2,27.163983333333334,27.18265,14 people.
148,spk_0,27.207316666666667,27.2125,"No, for"
149,spk_1,27.238166666666668,27.291150000000002,14 because Giselles already got a room.
150,spk_2,27.330483333333333,27.345833333333335,So we a re Good.
151,spk_0,27.401,27.42015,Bless you. Excuse me?
152,spk_1,27.478983333333332,27.70916666666667,"Ok. Um, so, so Im going to take Gisela off of that list as well. Ill put her in gray, I guess."
153,spk_0,27.803316666666667,27.942,Can we group people by their name? So its gonna be Mariannes.
154,spk_2,27.95565,28.134333333333334,"Is, is any, is there anybody whos not happy with the current situation so we could try to just keep the sa me arrangement just on the new building? Yeah, thats, thats,"
155,spk_0,28.150833333333335,28.294166666666666,"thats, that can be a good idea. But do do we can we do that? Because there is no, we cant because we cant,"
156,spk_1,28.312833333333334,28.657166666666665,"we have one extra, one person office and, and 2323 person offices. Yeah. Plus we have the two people who arent there now. Yeah. No, we have to put it somewhere. You can keep some of the people together, that a re together now but not everyone. Definitely."
157,spk_2,28.681833333333334,28.865983333333332,"OK. So lets start then top to bottom Maggie. Well,  why
 dont we take a break and go off and think about it"
158,spk_1,28.878,29.08115,"and then once we have more concrete ideas, okay, we can come back and finish it cause if we just sit here and discuss its gonna take a long time and were gonna start arguing and get cranky and"
159,spk_0,29.092816666666668,29.305,"OK, so lets have a break. Save your fag. You have XB. Thats nice."
160,spk_1,29.319333333333333,29.320483333333332,Mm
161,spk_2,29.351483333333334,29.57881666666667,OK. So how long its gonna? Mhm.
