,text,ActualLabel,PredictedLabel
10,This is a webinar on conducting a disciplinary investigation. The meeting was about the ACAS code of practice. The team first discussed the legal background to the topics that they were dealing with. They then discussed the logistics of the investigation process. The final point was that the team should be very careful about the quality of their investigations. The group also discussed how they would make sure that the case was dealt with in a fair way. The professor thought that they should be careful about how they dealt with the case.,2,0
11,"This meeting was about an investigation into the performance shortfalls in performance of an employee. The group discussed the technical issues that the employee had to deal with, such as having the appropriate tools, equipment, and training. The meeting ended with a general discussion about the future of the project, including future work and future work on the project. The team also discussed how to make sure that the project was up to standard and that the team was making good use of the time they had left over from the last meeting.",2,0
12,"This meeting was about the future of the project. Firstly, the team discussed the status of the partner who worked over their authorized visa restrictions, which meant they were paid less than they should have been. Next, the group discussed how to deal with the legal and procedural issues that the team was facing. Lastly, the meeting ended with a general discussion about future work, which was largely focused on the future work of the team and future work on the project, including future research and further work on energy source.",2,0
13,"This morning, the group discussed the logistics of covering all of the LP N shifts. They first discussed how to make sure that all of their children were taken care of. Then, they discussed how they could make sure all the LPs were covered. Finally, they talked about how to deal with the legal and procedural issues that the group was having. The group agreed that they should deal with them in order to keep up with the needs of the group and that they were doing well in their current project.",2,0
14,"This is the second meeting of the Human Resources Peer Solution Group. The group first discussed the requirements of the group and set up the next meeting at Blossom Ridge at Mo. They asked the group members to share their expertise on different issues with each other. The meeting ended with a group discussion about the future direction of their group, which was mainly about the group's requirements and future direction. The first meeting was in November of 2019. The members wanted the group to have the opportunity to network and collaborate with their peers.",2,0
15,"This is the second meeting of the team. The meeting was about a new case management role for case managers. The team first discussed the technical design of the case management interface. The group then discussed how they could make the case manager role more attractive to the young and old people. Finally, the meeting ended with a group discussion about the future of the project, which was mainly about the working conditions of the building and future work on the case-management role. The final meeting concluded with a discussion about future project ideas.",2,0
16,"This is the second meeting of aspiring managers at the Nebraska Country Club. First, the group discussed the D OS and the D.O.A. and their roles in the project. Next, they discussed the management style of the project, including the role of the manager and the manager-to-be. Lastly, they talked about the management process, including how to make sure the project was up to standard and how to improve it. The group agreed that the project manager should be a good-looking and well-spoken.",2,0
17,"This is the third meeting of the group. The group discussed the current status of the health care field. They discussed the future direction of the industry, including the future of the job market and the role of technology in the future. They also discussed future directions, such as how to make the job more attractive to young people and how they would like to make their work better. The meeting ended with a group discussion about the current trend in the industry and future directions of the field, including future directions.",3,0
18,"This is the second meeting of the group. First, the group introduced the two speakers: Doctor Alex Bulletin and Angela Dow. They each gave a presentation about their respective roles in the health science. The group then discussed the current status of their research. They also discussed the future directions of their work. The final meeting ended with a group discussion about the future direction of the project. The meeting was largely focused on the health sciences, but there was also a lot of discussion about other topics like energy source and energy source of the future.",3,0
19,"This is the third year of the current pandemic. The meeting was about the future of pandemic science. Firstly, the group discussed the current status of the pandemic, including the progress of the ongoing COVID19 pandemic and future directions for the future. Next, they discussed the future direction of the project, which was largely focused on how to make sure that the model was up to standard. Lastly, they talked about future directions, like how to deal with the post pandemic phase and how they could make their models better.",3,0
20,"This was the last meeting of the team. The team was satisfied with the progress they had made in their research. The professor thought that the team was doing well, but the team thought that they should do more to make sure they were on the right track. The group also discussed the future direction of their work. The meeting ended with a general discussion about the future of the project, including how they could make sure that future research was up to standard and how they would keep up with the current trend",3,0
21,"The meeting was about the health and safety of the CCSI's children. The team first discussed the Delta variant of the Delta virus, which was causing concern in the U.S. The meeting ended with a general pediatrician's update on the current situation in Vermont. The professor thought that the state was still the safest place in the country, but there was still room for improvement. Finally, the team discussed the future direction of their work, including future directions of their research.",3,0
22,"This meeting was about the future of social media. Firstly, the group discussed the current trends in the social media market, including the rise in the use of the internet and the trend-watching. Secondly, they talked about the current trend in the market for the internet, which was largely focused on the young and old people's different tastes. Thirdly, they discussed the role of the Internet in the current political climate, and the future directions of the society. Lastly, they agreed that the market should be more focused on young people and less on old people.",4,1
23,"This is the second meeting of the group. First, the group discussed the role of social media as a useful platform and tool for young people. They also discussed the current trend in the market and future direction of young people's lives. Then, the discussion moved onto the topic of young trans kids and how they would like to make their lives better. They talked about how they could help their young trans friends to make sure they were on the right track. Finally, they talked about the future of their group and future plans.",4,1
24,"This meeting was about the future of the company, Gunner Optics Sharks. Firstly, the group discussed the current market trends and future plans for the company. Next, they talked about the current trend in the market, which was that the company had raised over $9 million in the last two years. Lastly, they discussed the market trends, which were good and bad, but they were not sure what the future was about. The group agreed that they should keep up with the market demand, so they had to raise more money to meet it.",5,0
25,"This is the second meeting of the group. First, the group had a discussion about the design of the new international fashion brand. After that, they discussed the market potential of the product. Lastly, they talked about the market trends of the current fashion trend and the future direction of the brand. The group was introduced to each other by the former CEO of the company called Localized, who wanted to create the next great worldwide brand. They were satisfied with the product, but the group was very satisfied with it.",5,0
26,"This is the final round of the World Championship. The team was very satisfied with the progress of the final match, but the team was still trying to figure out how they could make their team better. The final match was about team building, and the team had to make some decisions about their team. They decided to make the team better, so they made some changes to their team to make them better players. The meeting was mainly about the selection of a new team member, which was largely focused on the final game of the finals.",6,0
27,"The meeting was about the final band of the draft. The team was satisfied with their progress in the first half of the tournament, but they had a lot of work to do in order to keep up with the current trend. They had to make some decisions about the next two bands. The meeting ended with a general discussion about the future of the team and the team building, including future bands and future team members\' roles in the team. The final two bands were: ""A"" and ""B"".",6,0
28,"The group discussed the details of the new border bill. The first procedural vote was on Wednesday. The meeting ended with a general discussion about the future of the project. The group also discussed the logistics of the border bill, which was negotiated by Senator James Lankford, Senator Kirsten Cinema, and some members of the Democratic side. The final decision about the project was made by a round shape shape and was agreed by all of them. The team also discussed how to make sure that the project would be successful.",7,0
